Ctrl_rep1	Ctrl_rep2	METTL3_KD_rep1	METTL3_KD_rep2
LINC01478	0	0	0	0
SETBP1	54	59	40	36
SLC14A2	0	0	0	0
SLC14A2-AS1	0	0	0	0
SLC14A1	0	0	0	0
EPG5	1397	1422	1821	1750
PSTPIP2	1217	1151	588	556
RNF165	75	67	31	55
LOXHD1	0	0	0	0
KATNAL2	101	106	139	130
SMAD2	2601	2680	2728	2767
CTIF	983	914	1177	1241
ACAA2	4081	4110	3604	3698
MYO5B	614	605	433	520
MAPK4	232	233	294	319
ELAC1	293	309	366	374
LOC100287225	0	0	0	0
CCDC68	18	8	26	26
LINC01539	0	0	0	0
WDR7	2070	1993	1718	1644
BOD1L2	0	0	1	0
NEDD4L	1522	1467	1437	1541
ALPK2	4	6	9	7
ZNF532	583	494	605	674
CCBE1	91	101	21	45
CDH20	1	0	0	0
PIGN	2391	2438	1750	1724
KIAA1468	2030	1906	1665	1732
BCL2	378	383	449	460
LINC00305	0	0	0	0
LOC284294	0	0	0	0
LINC01538	0	0	0	0
CDH7	2	3	1	0
CDH19	0	0	0	0
LOC643542	0	0	0	0
TMX3	3647	3767	1552	1656
CCDC102B	53	29	43	46
DOK6	1	4	1	5
RTTN	1855	1767	1787	1713
GTSCR1	0	0	0	0
LINC01541	0	0	0	0
NETO1	0	0	0	0
LOC100505797	0	0	0	0
C18orf63	0	0	0	0
CNDP1	0	2	1	1
ZNF407	552	543	556	500
TSHZ1	2230	1994	781	772
ZNF516	937	895	1186	1233
LOC100131655	9	18	6	5
ZNF236	808	696	597	583
MBP	118	151	138	102
LINC01029	0	0	0	0
ATP9B	550	541	638	618
NFATC1	491	508	631	584
PARD6G	597	556	414	448
ROCK1P1	72	50	31	42
MIR8078	2	0	1	1
USP14	8636	8500	6648	6905
LOC105376854	0	0	1	0
CETN1	0	0	0	0
CLUL1	51	54	24	20
TYMS	4013	4251	4197	4551
ENOSF1	1202	1196	1104	1143
ADCYAP1	1	0	0	0
METTL4	986	1008	509	589
NDC80	2286	2304	1876	2097
CBX3P2	17	11	11	18
LPIN2	1385	1365	1725	1630
LOC727896	5	7	6	0
MYL12A	4548	4796	3887	4196
LOC104968399	8	6	11	15
TGIF1	664	715	575	629
GAPLINC	1	0	1	0
DLGAP1-AS1	8	4	6	5
DLGAP1-AS2	1	0	0	1
DLGAP1-AS3	0	0	0	0
MIR6718	0	0	0	0
DLGAP1-AS4	0	0	0	0
DLGAP1-AS5	0	0	0	0
AKAIN1	0	0	0	0
LINC00526	3	5	1	2
ZBTB14	852	824	674	688
MIR3976	0	0	0	0
TMEM200C	51	55	65	50
L3MBTL4-AS1	0	0	0	0
MIR4317	0	0	0	0
LOC101927168	5	9	14	11
ARHGAP28	426	400	352	399
LINC00668	0	2	0	0
LOC101927188	1	1	2	0
LRRC30	0	0	0	0
LOC100192426	1	0	0	0
RAB12	1750	1677	717	791
GACAT2	13	10	19	13
NDUFV2	5006	5012	2542	2645
NDUFV2-AS1	28	23	15	16
TWSG1	3739	3921	2235	2400
RALBP1	4137	3907	3621	3946
PPP4R1-AS1	2	1	1	1
TXNDC2	8	16	6	2
VAPA	5947	6057	4663	4869
LINC01254	0	0	0	0
NAPG	1582	1651	706	795
LOC101927410	0	0	0	0
MIR6788	0	0	0	0
LINC01255	0	0	0	0
SLC35G4	0	0	0	0
MIR7153	0	0	0	0
CHMP1B	2368	2358	1421	1593
MPPE1	317	296	401	432
IMPA2	642	677	704	718
ANKRD62	0	0	0	0
C18orf61	0	1	3	1
CIDEA	0	2	1	1
AFG3L2	5467	5497	4170	4461
PRELID3A	134	122	83	96
LOC105371998	9	1	1	2
CEP76	911	929	703	745
LOC100996324	2	0	0	0
LDLRAD4-AS1	0	0	0	0
MIR5190	0	0	0	0
MIR4526	0	0	0	0
FAM210A	1589	1499	1467	1527
MC5R	0	0	0	0
ZNF519	318	268	163	175
ANKRD20A5P	38	21	18	19
CYP4F35P	3	11	2	0
CXADRP3	0	0	0	0
POTEC	0	0	0	0
MIR3156-2	0	0	0	0
LINC01443	0	0	0	0
LINC01444	0	1	0	0
LOC644669	0	0	0	0
ESCO1	2276	1927	1522	1687
ABHD3	1708	1762	915	1080
MIR320C1	0	0	0	0
MIR133A1HG	1	4	0	1
MIR133A1	0	0	0	0
MIR1-2	0	0	0	0
GATA6-AS1	55	50	45	63
GATA6	1486	1447	1453	1523
CTAGE1	0	0	0	0
LOC101927571	16	7	10	13
MIR4741	0	0	0	0
C18orf8	2797	2890	2626	2828
NPC1	4225	4502	4935	4926
ANKRD29	89	93	80	97
TTC39C-AS1	4	4	1	1
CABYR	640	652	964	1060
MIR320C2	0	0	0	0
IMPACT	3260	3170	2567	2529
HRH4	2	4	1	2
LOC105372028	0	0	0	0
PSMA8	0	0	0	0
LINC01543	0	0	0	0
MIR8057	0	0	0	0
PCAT18	0	2	1	0
AQP4	50	48	66	77
LOC105372038	0	0	0	0
MIR302F	0	0	0	0
DSC3	7366	7379	3289	3184
DSC2	1398	1206	1845	1892
DSCAS	7	4	2	3
DSC1	1	3	2	2
DSG1-AS1	0	0	0	0
DSG4	0	0	0	0
DSG2	21372	21349	18832	18976
DSG2-AS1	17	12	17	16
TTR	0	0	1	1
B4GALT6	2736	2540	1990	2057
SLC25A52	1	1	0	0
RNF125	1781	1619	486	464
MEP1B	4	3	4	0
WBP11P1	5	0	3	1
ZNF271P	7296	7763	5875	6246
ZNF24	21155	21372	16363	16765
ZNF396	239	207	276	228
INO80C	2913	2985	2793	3065
MIR3975	0	0	0	0
GALNT1	10332	10571	7342	7631
MIR187	0	0	0	0
MIR3929	0	2	0	0
C18orf21	3155	3053	2576	2624
SLC39A6	11515	11928	12934	13355
ELP2	10040	10237	7503	7773
LOC101927809	182	170	244	238
MOCOS	1955	2054	1816	1798
LOC105372071	0	0	0	0
TPGS2	16323	17273	14817	15222
LOC105372069	0	1	0	0
LOC105372068	0	0	0	0
SNORA111	0	0	0	0
MIR4318	0	0	0	0
MIR924	0	0	0	0
MIR5583-2	0	0	0	0
MIR5583-1	0	0	0	0
LINC01477	0	0	0	0
KC6	29	22	13	10
SYT4	3	0	0	0
LINC01601	0	0	0	0
MIR4319	0	0	0	0
SIGLEC15	1	0	0	0
ATP5A1	45431	47792	32447	34973
HAUS1	3023	3047	2562	2703
C18orf25	2421	2274	1175	1157
ST8SIA5	27	35	12	14
PIAS2	1791	1738	951	960
TCEB3CL2	1	0	0	0
TCEB3CL	0	0	0	0
TCEB3C	0	0	0	0
TCEB3B	0	0	0	0
HDHD2	1935	1926	1200	1185
IER3IP1	2569	2622	2499	2706
SKOR2	0	0	0	0
MIR4527	0	0	0	0
MIR4743	0	0	0	0
SMAD7	816	819	834	965
MIR4744	0	0	0	0
C18orf32	2	0	9	3
RPL17-C18orf32	4	3	4	4
MIR1539	0	0	0	0
RPL17	1881	1996	856	835
SNORD58C	24	22	11	6
SNORD58A	20	13	11	12
SNORD58B	0	0	0	0
LIPG	28	19	6	2
SCARNA17	5	5	2	2
SNHG22	1	0	0	0
MIR4320	0	0	0	0
CFAP53	27	21	21	26
MBD1	2418	2337	1777	1851
CXXC1	3320	3215	1899	1920
SKA1	1745	1657	1075	1092
MRO	17	11	17	16
ME2	5608	5595	3962	4105
SMAD4	4412	4461	3544	3543
MEX3C	1250	1126	1057	1135
MIR4528	0	0	0	0
LOC102724651	0	0	0	0
LOC101928167	0	0	0	0
MBD2	1980	2014	1581	1678
SNORA37	0	0	0	1
POLI	507	452	342	369
STARD6	4	2	0	3
C18orf54	1174	1110	592	652
DYNAP	0	0	0	0
RAB27B	7	9	5	2
LOC101927229	0	0	0	0
TCF4-AS1	0	0	0	0
MIR4529	0	0	0	0
LINC01416	0	0	0	0
LINC-ROR	0	1	0	0
ST8SIA3	0	0	0	0
ONECUT2	1431	1198	1109	998
FECH	4714	4743	3761	3943
NARS	12184	12461	7519	8155
LOC100505549	267	268	145	161
MIR122	0	0	0	0
MIR3591	0	0	0	0
SNORA108	0	0	0	0
LOC101927322	9	15	14	11
OACYLP	0	0	0	0
SEC11C	2831	2847	2254	2401
GRP	1	2	1	1
RAX	0	0	0	0
CPLX4	0	0	1	0
LMAN1	11451	11632	8012	7732
PMAIP1	6922	6918	3245	3459
MC4R	0	0	0	0
LINC01544	0	0	0	0
TNFRSF11A	551	589	307	315
ZCCHC2	1311	1262	390	365
KDSR	2383	2384	1444	1510
VPS4B	1207	1170	1417	1460
SERPINB5	0	0	0	1
SERPINB12	0	0	0	0
SERPINB13	0	0	0	0
SERPINB4	0	0	0	0
SERPINB3	0	0	0	0
SERPINB11	0	0	0	0
SERPINB7	0	0	0	0
SERPINB2	0	0	0	0
SERPINB10	0	0	0	0
HMSD	0	0	0	0
SERPINB8	13	18	11	11
MIR5011	0	0	0	0
DSEL	29	18	29	22
LOC105372179	0	0	0	0
CD226	1	0	3	3
SOCS6	938	919	876	971
LOC101927481	3	2	2	1
LOC101060542	0	0	0	0
LOC102724913	0	0	0	0
CBLN2	0	0	0	0
MIR548AV	0	0	0	0
LOC400655	0	0	1	0
LOC100505817	0	0	0	0
FBXO15	4	6	24	19
TIMM21	2147	2194	1916	2048
CYB5A	2462	2652	2093	2112
LOC101927606	0	0	0	0
CNDP2	5120	5481	4037	4515
LINC00909	416	399	224	252
ZADH2	3480	3603	2953	2964
SMIM21	0	1	0	0
LOC100505853	0	0	0	0
LOC339298	0	0	0	0
LOC101927989	81	62	48	57
C18orf65	14	24	33	33
LINC00683	9	7	4	4
LOC101927651	0	0	0	0
LOC400661	0	0	0	0
GALR1	0	0	0	0
SALL3	256	230	182	184
LOC284241	6	3	5	2
KCNG2	3	0	1	0
PQLC1	1848	1855	1920	1833
HSBP1L1	140	124	126	153
TXNL4A	5805	5670	4386	4581
RBFA	1681	1856	1248	1315
RBFADN	6	1	5	3
ADNP2	4431	4392	3558	3342
PARD6G-AS1	8	6	7	3
RAB11B-AS1	126	108	103	107
NWD1	1	0	0	1
KCNC3	327	293	104	96
ABCA7	535	471	223	160
IZUMO4	34	35	32	52
GNA15	2	0	7	14
LOC100996351	0	0	0	0
ANKRD24	35	40	23	15
PTPRS	3332	2953	2317	2292
ZNF490	278	313	360	386
OR10H2	0	0	0	0
JAK3	56	49	60	57
GDF1	0	0	0	0
CERS1	637	629	244	245
ZNF93	1	0	0	1
ZNF254	618	544	488	471
LOC284395	0	0	0	0
ZNF536	229	185	176	200
SCGB1B2P	53	91	53	40
COX6B1	11334	12062	8255	8824
ZNF567	564	536	491	516
ZNF573	75	83	49	51
FBL	31994	34908	18699	20291
CYP2G1P	0	0	0	1
GEMIN7	2328	2323	1585	1639
LOC105372419	6	9	7	3
SAE1	26130	26884	20699	21726
CARD8	1699	1668	1732	1734
LIM2	0	0	0	0
ZNF813	17	19	10	13
ZNF71	748	736	921	904
ZSCAN4	0	0	0	0
RNF126	2260	2011	2036	1696
KISS1R	1	5	1	1
REXO1	2428	2234	2547	2321
CSNK1G2	4174	3794	2466	2342
DOT1L	3913	3465	3220	2883
GNG7	905	773	1226	1181
TLE2	74	66	72	64
CELF5	73	67	203	198
NFIC	1113	1086	1492	1367
PIP5K1C	2231	2177	3142	2852
MATK	1333	1242	1273	1106
ZBTB7A	1090	951	946	936
STAP2	79	76	70	67
UBXN6	2753	2652	2176	2010
DPP9	5747	5931	3055	3029
PLIN3	2981	2917	3621	3638
KDM4B	2283	2118	2256	2196
SAFB	10316	9664	6022	6226
CATSPERD	2	1	1	3
NDUFA11	9781	9486	7096	6617
RFX2	369	355	349	303
ACSBG2	23	10	8	13
KHSRP	26619	24391	26033	25493
C3	20	23	20	23
VAV1	245	236	202	283
ZNF557	329	276	230	251
INSR	1504	1406	1896	1889
ARHGEF18	1903	1740	2374	2359
CAMSAP3	1020	929	1089	959
EVI5L	999	1003	898	900
ELAVL1	15622	15155	11579	11654
FBN3	18	10	4	5
CERS4	256	271	455	453
MUC16	0	0	1	1
ZNF699	249	223	172	176
ZNF121	320	213	200	182
COL5A3	2	2	0	2
C19orf66	28	24	41	49
ANGPTL6	11	21	5	9
S1PR2	416	351	721	741
TYK2	2757	2410	988	1003
SLC44A2	2492	2625	1338	1379
DNM2	11899	12074	8550	8954
CARM1	11448	11822	5857	5832
SMARCA4	19580	18630	12924	13419
RGL3	0	0	1	2
ZNF700	226	201	95	80
ZNF563	7	8	2	3
TNPO2	8730	8339	3225	3467
MAST1	575	507	488	440
TRMT1	4027	4011	1364	1406
CACNA1A	0	0	1	0
CCDC130	590	529	532	505
C19orf57	456	405	541	586
LOC100507373	81	78	36	39
ADGRL1	2772	2364	2912	2789
DDX39A	10486	10547	3574	3711
TECR	11848	12830	8164	8156
OR7C2	0	0	0	0
LOC102724279	0	0	0	0
RAB8A	6415	6354	6765	6893
EPS15L1	3057	3122	2655	2842
C19orf44	825	827	620	661
CPAMD8	12	19	19	16
MYO9B	2126	1864	2380	2377
ABHD8	325	326	357	313
COLGALT1	10297	10611	7360	7408
KCNN1	135	97	238	222
IL12RB1	0	0	0	2
PDE4C	11	13	12	13
PGPEP1	613	520	909	1013
ELL	1166	1107	1203	1181
CRTC1	998	871	819	751
SUGP2	5469	4881	3699	3861
TMEM161A	3192	3043	2621	2343
TM6SF2	30	30	24	17
GATAD2A	9819	8828	8176	8136
YJEFN3	88	58	82	66
ATP13A1	4687	4313	1286	1298
ZNF486	1	0	0	0
ZNF714	1685	1287	1028	1100
ZNF738	606	623	574	566
LINC00664	0	0	0	0
ZNF100	529	456	502	511
ZNF98	0	0	0	0
LOC100420587	0	0	0	0
LINC00906	0	0	0	0
URI1	7230	7302	5650	5967
TSHZ3	726	730	717	729
THEG5	0	0	0	0
ZNF507	4105	3834	2377	2255
ANKRD27	3207	3218	1927	2082
TDRD12	0	4	6	8
CEP89	722	687	728	786
RHPN2	3577	3904	1880	2058
WDR88	24	25	21	12
PEPD	5513	5670	5065	5289
CHST8	102	88	54	41
LSM14A	9936	9733	7265	7650
KIAA0355	1740	1794	1685	1686
GRAMD1A	2821	2750	1085	1151
LGI4	1	3	5	2
LSR	2638	2592	2059	2018
ARHGAP33	459	455	670	625
LOC101927572	89	70	53	44
THAP8	137	149	282	298
ZNF529	768	682	773	807
ZNF790	111	138	165	170
ZNF568	218	244	239	241
ZNF420	517	502	323	350
HKR1	542	524	629	712
ZNF570	265	205	173	188
SIPA1L3	1485	1430	1841	1731
SPINT2	2691	2672	3043	3239
FAM98C	351	390	344	397
RYR1	22	20	26	28
ACTN4	16744	16572	13648	13446
SARS2	1904	1832	724	706
SUPT5H	11252	11279	8074	8754
PSMC4	9659	10150	6757	7317
AKT2	8196	8390	4978	5031
PLD3	7385	7454	5426	5421
SPTBN4	173	174	272	304
SNRPA	10472	10522	6288	6462
HNRNPUL1	27101	26250	20033	20406
BCKDHA	3039	3262	1119	1234
CEACAM21	0	0	0	0
CEACAM7	0	0	0	0
DEDD2	1800	1831	1612	1616
MEGF8	6006	6011	4425	4209
LIPE-AS1	24	21	18	22
PSG3	0	0	0	0
PSG9	0	0	0	0
ETHE1	527	544	263	301
PLAUR	301	328	367	368
KCNN4	0	0	0	1
ZNF226	457	447	484	506
ZNF235	216	207	236	256
ZNF229	3	4	1	5
CLPTM1	9920	10524	7723	7551
EXOC3L2	1	0	2	1
KLC3	1081	1162	650	689
EML2	825	896	374	436
BHMG1	6	14	31	24
CCDC61	151	149	39	41
PPP5D1	42	41	20	18
DACT3-AS1	3	3	3	0
ARHGAP35	5562	5357	6779	6770
C5AR1	25	21	15	8
SLC8A2	23	18	21	27
CRX	0	0	0	0
BSPH1	0	0	0	0
PLA2G4C	26	38	18	20
SYNGR4	7	8	11	17
LMTK3	92	77	250	228
SPHK2	1032	995	1021	913
TULP2	75	73	111	116
HRC	2	1	1	0
CCDC155	0	0	0	0
FUZ	2282	2389	2129	2118
MYBPC2	6	8	10	5
CLEC11A	221	201	263	195
KLK3	0	0	0	0
ZNF649	644	662	667	729
ZNF432	292	223	139	132
ZNF836	60	50	66	61
ZNF480	543	418	691	778
ZNF816-ZNF321P	0	0	0	0
ZNF816	116	74	96	102
ZNF160	149	128	207	201
ZNF818P	0	0	0	0
ZNF845	631	534	743	794
MYADM	1186	1133	1492	1477
CACNG6	11	6	39	44
RDH13	1408	1502	1141	1136
PTPRH	5	3	3	3
BRSK1	217	144	237	258
NLRP11	17	14	1	5
NLRP4	0	0	0	0
NLRP8	0	0	0	0
ZNF787	949	883	1020	890
ZSCAN5A	460	508	407	459
ZNF667-AS1	0	1	0	1
LOC105372476	9	8	10	12
ZNF549	301	262	403	428
ZNF418	1	1	1	6
ZNF135	0	0	0	0
ZNF274	754	783	716	863
ZSCAN22	555	565	485	489
WASH5P	6	9	1	2
MIR1302-11	0	0	0	0
FAM138F	0	0	0	0
OR4F17	0	0	0	0
LINC01002	21	8	12	8
PLPP2	1	0	1	1
MIER2	621	680	800	812
THEG	0	0	0	0
C2CD4C	18	14	24	13
SHC2	32	36	14	19
ODF3L2	8	12	7	4
MADCAM1	1	1	2	3
TPGS1	65	30	129	61
CDC34	4971	5014	4367	4150
GZMM	1	0	0	0
BSG	39273	40716	30187	29240
HCN2	500	500	425	400
POLRMT	4223	4018	2908	2957
FGF22	5	1	3	1
FSTL3	268	286	286	279
PRSS57	0	1	4	0
PALM	621	612	1277	1190
MISP	3	3	2	1
PTBP1	44588	43132	24934	24445
MIR4745	0	0	0	0
PLPPR3	112	100	241	245
MIR3187	0	0	0	0
AZU1	1	0	0	3
PRTN3	1	3	4	0
ELANE	0	0	0	0
CFD	176	123	63	55
MED16	3481	3346	2175	1984
RNU6-9	11	12	10	5
R3HDM4	3164	3167	2221	2295
ARID3A	799	745	1223	1129
WDR18	3158	2939	1379	1220
GRIN3B	13	9	7	3
TMEM259	4485	4097	2754	2410
RNU6-2	25	19	9	8
CNN2	3310	3264	1846	1744
HMHA1	672	567	495	472
POLR2E	12296	12473	9834	9418
GPX4	15990	16350	13011	12622
SBNO2	1255	1099	974	941
STK11	3572	3320	2296	2249
CBARP	80	99	134	137
ATP5D	3394	3027	2776	2306
MIDN	2888	2508	2632	2453
CIRBP-AS1	469	504	386	414
CIRBP	9997	9994	7233	8038
C19orf24	2056	1798	1733	1516
EFNA2	142	135	152	176
MUM1	2158	1839	1773	1913
NDUFS7	2333	2056	1285	991
GAMT	2146	2061	2597	2519
DAZAP1	11899	11271	9202	9520
RPS15	45598	45075	36204	32462
APC2	436	420	369	333
C19orf25	2012	1912	1203	1133
PCSK4	22	14	40	27
REEP6	497	474	799	724
ADAMTSL5	56	50	64	80
PLK5	7	10	13	8
MEX3D	1119	988	957	901
MBD3	6452	5768	4604	4104
UQCR11	8849	8502	7426	6922
TCF3	5287	4672	5301	5030
ONECUT3	0	0	0	0
ATP8B3	16	15	5	12
MIR1909	0	0	0	0
LOC100288123	30	33	23	21
KLF16	2124	2110	1860	1835
ABHD17A	1055	903	740	531
ADAT3	164	117	219	120
SCAMP4	5123	5344	4700	4491
CSNK1G2-AS1	3	4	0	1
BTBD2	4600	4389	5704	5024
MKNK2	6326	6620	3646	3627
MOB3A	1282	1289	1646	1783
AP3D1	16147	15597	6030	6249
PLEKHJ1	3705	3742	1188	1113
MIR1227	0	0	0	0
MIR6789	0	0	0	0
SF3A2	4684	4372	4059	3693
AMH	338	201	112	104
MIR4321	2	1	1	1
JSRP1	3	1	0	2
OAZ1	60010	61477	33929	34326
C19orf35	0	0	0	0
LINGO3	6	4	24	6
LSM7	4062	3812	2409	2252
SPPL2B	627	554	491	494
TMPRSS9	21	14	25	16
TIMM13	7414	7136	4175	3971
LMNB2	18418	17628	13894	13613
MIR7108	0	0	0	0
LOC101928602	3	5	5	3
GADD45B	266	268	256	240
MIR7850	0	0	0	0
DIRAS1	2330	2297	2706	2782
SLC39A3	2608	2696	2234	2186
SGTA	10380	10114	7152	7247
THOP1	7477	7297	5191	4923
ZNF554	243	237	313	373
ZNF555	330	358	206	203
ZNF556	1	2	0	0
ZNF57	495	502	310	390
ZNF77	489	435	240	260
TLE6	13	7	16	21
AES	3007	2866	3822	4033
GNA11	6050	5820	6576	6182
S1PR4	1	1	4	1
NCLN	7548	7320	4418	4187
SMIM24	1	2	3	3
DOHH	896	878	906	879
FZR1	3462	3307	2192	2245
C19orf71	132	105	61	60
MFSD12	2099	1985	1598	1504
HMG20B	2690	2346	1631	1651
GIPC3	609	550	422	413
TBXA2R	37	31	56	71
CACTIN-AS1	7	4	2	2
CACTIN	1224	1186	994	976
TJP3	56	67	32	48
APBA3	519	452	206	174
MRPL54	3267	3317	2653	2733
RAX2	0	0	0	0
ZFR2	9	12	14	11
ATCAY	0	0	0	0
NMRK2	8	3	6	9
DAPK3	2735	2677	2511	2620
MIR637	6	7	4	3
EEF2	258315	268204	209910	205756
SNORD37	2	4	5	1
PIAS4	2158	2095	2390	2356
MAP2K2	6664	6595	5503	5407
CREB3L3	1	0	1	2
SIRT6	909	852	882	876
EBI3	2	2	3	6
CCDC94	1721	1505	1475	1410
SHD	34	41	111	74
TMIGD2	0	1	1	0
FSD1	1313	1288	752	764
MPND	1079	1047	714	688
SH3GL1	9187	9090	5224	5263
CHAF1A	8357	8083	5355	5789
MIR4746	3	4	6	1
HDGFRP2	6084	5682	3571	3820
PLIN4	21	22	31	29
PLIN5	16	12	13	15
LRG1	1	3	4	4
SEMA6B	245	250	514	502
TNFAIP8L1	241	212	426	420
MYDGF	6287	6549	4373	4520
DPP9-AS1	28	22	13	16
MIR7-3HG	1	2	1	1
MIR7-3	0	0	0	0
FEM1A	6045	6122	6713	6841
TICAM1	140	166	278	283
ARRDC5	0	0	0	0
UHRF1	6899	6381	4567	4713
MIR4747	0	0	0	0
ZNRF4	0	0	0	0
TINCR	48	62	114	142
SAFB2	4560	4215	3152	3320
C19orf70	3669	3535	2712	2626
HSD11B1L	191	176	115	107
RPL36	49531	50122	33908	33945
LONP1	8581	8569	3920	4062
PRR22	335	256	87	68
DUS3L	2285	2057	1024	1014
NRTN	140	118	90	101
FUT6	0	0	0	0
FUT3	0	0	2	0
LOC101928844	0	0	0	0
FUT5	0	0	2	2
VMAC	55	71	129	126
CAPS	31	16	26	19
RANBP3	5975	5810	4768	4701
LOC100128568	14	11	7	10
MLLT1	4723	4419	4538	4691
ACER1	0	0	0	0
CLPP	4928	4917	4421	3917
ALKBH7	756	683	1026	824
PSPN	11	5	9	5
GTF2F1	8772	8946	6174	6647
MIR6885	0	0	0	0
MIR6790	0	0	0	0
LOC390877	0	0	0	0
MIR3940	0	0	0	0
SLC25A41	22	20	4	7
SLC25A23	8551	8941	7016	7376
CRB3	34	17	37	26
DENND1C	79	105	148	145
TUBB4A	1866	1817	3331	3193
TNFSF9	377	388	694	711
CD70	59	45	92	67
TNFSF14	0	0	0	0
GPR108	2301	2399	1367	1497
MIR6791	1	0	2	1
TRIP10	2419	2458	1785	1808
SH2D3A	107	93	199	175
ADGRE1	9	11	4	7
ADGRE4P	0	0	0	0
FLJ25758	0	0	0	0
MBD3L5	0	0	0	0
MBD3L4	0	0	0	0
MBD3L2	0	0	0	0
MBD3L3	0	0	0	0
LOC100128573	1	3	1	2
PEX11G	102	113	132	143
C19orf45	46	47	72	71
ZNF358	2047	1885	1905	1939
MCOLN1	1188	1079	555	527
PNPLA6	1644	1715	572	575
MIR6792	0	0	0	0
XAB2	2368	2334	1284	1236
PET100	2246	2408	1210	1342
PCP2	12	7	5	9
STXBP2	2079	1967	953	973
RETN	0	0	0	0
MCEMP1	0	0	0	0
TRAPPC5	915	765	959	663
FCER2	0	1	0	0
CLEC4G	0	0	0	0
CD209	0	0	0	0
CLEC4M	0	0	0	0
CLEC4GP1	0	0	0	0
PRR36	383	360	582	463
LYPLA2P2	2	1	0	4
LRRC8E	716	714	852	887
MAP2K7	3032	2799	2261	2107
TGFBR3L	6	2	25	20
SNAPC2	539	600	910	860
CTXN1	608	484	468	394
TIMM44	5522	5398	2414	2518
CCL25	2	2	1	1
CD320	6250	6304	3022	3000
NDUFA7	4238	4473	3659	3863
RPS28	21266	21137	17681	16517
KANK3	318	313	294	326
ANGPTL4	2	2	2	4
MIR4999	0	0	0	0
RAB11B	1713	1674	2234	2119
MARCH2	568	622	990	973
HNRNPM	35024	35035	21842	22387
PRAM1	0	1	2	0
ZNF414	433	416	527	401
MYO1F	43	44	49	53
ADAMTS10	33	17	19	22
ACTL9	0	0	0	0
OR2Z1	0	0	0	0
ZNF558	0	0	0	0
MBD3L1	0	0	0	0
OR1M1	0	0	0	0
OR7G2	0	0	0	0
OR7G1	0	0	0	0
OR7G3	0	0	0	0
ZNF317	3208	3213	2828	2955
OR7D2	1	1	1	0
OR7D4	0	0	0	0
OR7E24	0	0	0	0
ZNF559	909	866	594	648
ZNF559-ZNF177	2	3	1	2
ZNF177	0	0	0	0
ZNF266	1134	1016	768	763
ZNF560	2	2	0	0
ZNF426	529	483	301	311
LOC101928238	14	16	16	18
ZNF561	2346	2310	2458	2417
ZNF561-AS1	203	255	427	398
ZNF562	1030	904	691	678
ZNF846	36	21	41	40
FBXL12	1444	1296	979	1092
UBL5	9176	9253	7124	7098
PIN1	4908	4652	4332	3999
OLFM2	161	145	185	188
RDH8	0	0	0	0
MIR5589	0	0	0	0
C3P1	0	1	0	6
PPAN	235	182	148	155
PPAN-P2RY11	0	0	0	0
SNORD105	1	3	1	0
SNORD105B	0	0	0	0
P2RY11	281	298	125	161
EIF3G	12552	12671	8026	8513
DNMT1	17140	15591	5387	5782
MIR4322	0	0	1	0
MRPL4	7450	6835	5180	4936
ICAM1	3	9	5	7
ICAM4	62	57	111	102
ICAM5	103	71	115	106
ZGLP1	73	60	12	9
FDX1L	1475	1526	1340	1398
RAVER1	7952	7531	5161	4605
ICAM3	885	855	741	798
CDC37	16151	16147	9795	10127
MIR1181	0	0	0	0
PDE4A	730	732	909	928
KEAP1	5137	5136	5632	5875
S1PR5	59	47	58	46
ATG4D	1575	1451	927	895
MIR1238	0	0	0	0
KRI1	4401	4339	2168	2316
CDKN2D	375	390	361	408
AP1M2	3	1	4	4
ILF3-AS1	1315	1282	446	440
ILF3	49192	48477	26425	28192
QTRT1	1385	1259	328	337
MIR638	0	0	0	0
MIR4748	0	0	0	0
MIR199A1	0	0	0	1
MIR6793	0	1	0	0
TMED1	2810	2714	2381	2514
C19orf38	45	42	72	71
YIPF2	2443	2375	1582	1501
C19orf52	1304	1354	1326	1324
LDLR	2910	3191	1545	1636
MIR6886	0	0	0	0
SPC24	2248	1988	886	864
KANK2	1912	1834	2483	2386
DOCK6	979	848	459	513
LOC105372273	6	3	4	4
ANGPTL8	0	2	4	0
TSPAN16	1	2	0	1
RAB3D	847	835	1315	1294
TMEM205	2729	2857	2308	2396
CCDC159	61	68	78	79
PLPPR2	2241	2146	3189	3012
SWSAP1	426	456	362	376
EPOR	353	365	402	422
CCDC151	87	73	139	138
PRKCSH	20569	20598	11576	11534
ELAVL3	0	1	1	2
ZNF653	300	266	288	246
MIR7974	0	0	0	0
ECSIT	3257	3363	2581	2671
CNN1	3	13	6	4
ELOF1	5770	6041	4711	4844
ACP5	6	9	14	12
ZNF627	602	499	449	465
HNRNPA1P10	56	59	49	45
ZNF833P	61	40	23	29
ZNF823	334	340	234	221
ZNF441	115	83	67	55
ZNF491	0	0	0	0
ZNF440	506	430	176	184
ZNF439	3	2	3	4
ZNF69	0	0	0	0
ZNF763	1	2	2	2
LOC101928464	37	39	33	24
ZNF433	26	11	10	9
ZNF878	0	0	0	0
ZNF844	0	0	0	0
ZNF788	1	0	0	0
ZNF20	0	0	0	0
ZNF625-ZNF20	0	0	0	0
ZNF625	1	0	0	0
ZNF136	229	222	195	197
LOC100289333	0	1	0	0
ZNF44	100	119	74	116
ZNF442	6	9	4	3
ZNF799	297	272	192	207
